catalog Position,Title,author,Year Published,genre,Section,Total-copies,Times borrowed,Last borrowed_date,Rating,Ratings count,Price,Language,Page count,ISBN,subjects,Dimensions,Thumbnail
A2-B4-0071,At Bertram's Hotel,Agatha Christie,1965,Crime/Thriller,Fiction,5,42,26_Mar_24,4.34 out of 5 stars,29 ratings,$0.99 ,en,260,,"Fiction, Jane Marple (Fictitious character), Women detectives, Older women, History, Hotels, Mystery, Detective and mystery stories, Mystery fiction, Marple, Jane (Fictitious character), Fiction, mystery & detective, traditional, Marple, jane (fictitious character), fiction, Fiction, mystery & detective, women sleuths, England, fiction, English literature, Fiction, mystery & detective, general",5.69 x 0.97 x 9.85 inches,http://books.google.com/books/content?id=KGjomz8Gn6cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A2-B4-0072,Electra,Sophocles,1588,Drama,Fiction,5,9,5_Dec_24,4.75 out of 5 stars,9 ratings,$12.25 ,en,138,,"Drama, Electra (Greek mythology), Translations into English, open_syllabus_project, Continental european drama (dramatic works by one author), Sophocles, Greek drama, history and criticism, American drama (dramatic works by one author), Electra (Sophocles), History, Ancient, Electra (greek mythology)--drama, Pa4414.e5 f56 2007, 882.01",5.1 x 0.83 x 7.78 inches,http://books.google.com/books/content?id=7U3uTXgIBW0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A2-B4-0073,The Magic of Oz,L. Frank Baum,1919,Fantasy,Children,6,5,19_Jan_25,4.52 out of 5 stars,5 ratings,$9.99 ,en,102,,"Fantasy, Juvenile fiction, Wizard of Oz (Fictitious character), Dorothy Gale (Fictitious character), Fiction, Children's fiction, Fantasy fiction, Oz (imaginary place), fiction, Oz (Imaginary place), Princesses, Oz (Lieu imaginaire), Romans, nouvelles, etc. pour la jeunesse, Adventure and adventurers, fiction",22.3 x 0.6 x 14.2 inches,http://books.google.com/books/content?id=dz-yDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A2-B4-0074,The Taming of the Shrew,William Shakespeare,1631,Drama,Fiction,6,7,27_Jun_24,4.67 out of 5 stars,7 ratings,$6.65 ,en,260,,"Drama, Married people, Sex role, Man-woman relationships, Juvenile drama, Plays, Problems, exercises, English Young adult drama, English drama, Criticism and interpretation, Drama in Spanish, Stage history, Dramatic production, Children's plays, English, Sources, Marriage, History, open_syllabus_project, Auffu hrung, Concordances, AuffÃƒÂ¼hrung, English drama (Comedy), History and criticism, Courtship, Rejection (Psychology), Conspiracies, Examinations, LITERARY CRITICISM, Shakespeare, Taming of the shrew (Shakespeare, William), Study guides, Miniature books, Specimens, Nonfiction, Shakespeare, william, 1564-1616, British and irish drama (dramatic works by one author), Shakespeare, william, 1564-1616, taming of the shrew, Drama (dramatic works by one author), English literature, English literature, study and teaching, Engelsk skÃƒÂ¶nlitteratur, Large type books, Xhosa (African people), Pondo (African people), Zulu (African people), Children's plays, Readers' theater, ThÃƒÂ©ÃƒÂ¢tre, Lecture publique, ThÃƒÂ©ÃƒÂ¢tre pour enfants, Shakespeare, william, 1564-1616, adaptations, Shakespeare, william, 1564-1616, criticism and interpretation, Women, Social conditions, Comedies",4.19 x 1 x 6.75 inches,
A2-B4-0075,Dieu et l’État,Mikhail Aleksandrovich Bakunin,1882,Religion,Non-Fiction,5,5,22_Sep_24,4.28 out of 5 stars,3 ratings,$0.95 ,fr,91,,"Anarchism, Atheism, Christianity, Controversial literature, Anarchism and anarchists, Religion, Church and state, Philosophy, Anarchists, London, England, United Kingdom, Christianity, controversial literature, AthÃƒÂ©isme, Philosophie, Ãƒâ€°glise et Ãƒâ€°tat, Religion and state",4.97 x 0.37 x 6.20 inches,http://books.google.com/books/content?id=ScoEEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A2-B4-0076,Our American hero,J. K. Ronayne,2007,History,Non-Fiction,6,2,31_Jan_25,No rating available,No reviews,Price not available,en,451,,Assassination,5.87 x 1.67 x 9.90 inches,http://books.google.com/books/content?id=TdpWCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A2-B4-0077,Les Trois Mousquetaires,Alexandre Dumas,1844,Adventure,Fiction,8,4,19_Aug_24,4.54 out of 5 stars,3 ratings,$12.99 ,fr,314,,"History, Fiction, Swordsmen, France in fiction, Accessible book, Protected DAISY, Vietnamese language books, Swordplay, Juvenile fiction, Adventure and adventurers, Spanish language materials, Romans, nouvelles, etc. pour la jeunesse, Histoire, Combat au sabre, Novela juvenil, Historia, Adventure fiction, Spanish language, Reading materials, Fiction, historical, France, fiction, Continental european fiction (fictional works by one author), Three musketeers (fictitious characters), fiction, Fiction, action & adventure, French language materials, Social conditions, Adventure stories, General, French fiction, Ying yu, Yu yan du wu, Chang pian xiao shuo, Romance literature, Fiction, historical, general, Children's fiction, Adventure and adventurers, fiction, Paris (france), fiction, Mongolian literature, Historical fiction, Abenteuerroman, Russian language materials, Classic Literature, OverDrive, New York Times reviewed, France, Comics & graphic novels, historical fiction, France -- History -- Louis XIII, 1610-1643 -- Fiction, Adventure and adventurers -- Fiction, Swordsmen -- Fiction, Ãƒâ€°pÃƒÂ©istes, Fiction, general, France -- History -- Louis XIII, 1610-1643 -- Fiction., Fiction, romance, historical, general, Continental european drama (dramatic works by one author)",13.58 x 4.33 x  7.01 inches,http://books.google.com/books/content?id=JTcBAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A2-B4-0078,Poems,Gilbert Keith Chesterton,1891,Poetry,Humanities,5,3,3_Nov_24,5.0 out of 5 stars,2 ratings,$999 ,en,546,,"Theory of Knowledge, English Detective and mystery stories, Reality, English poetry, English literature, Chesterton, g. k. (gilbert keith), 1874-1936, Literature, modern (collections), 20th century",6.85 x 2.02 x 8.87 inches,
A2-B4-0079,"Esther Waters, a novel",George Moore,1890,Drama,Fiction,6,7,4_Dec_24,4.19 out of 5 stars,5 ratings,$3.99 ,en,362,,"Fiction, Mothers and sons, Unmarried mothers, England in fiction, Mothers and sons in fiction, Unmarried mothers in fiction, Women household employees, Women household employees in fiction, Women domestics in fiction, Women domestics, Domestics, Fiction, family life, England, fiction, Mothers and sons, fiction, Fiction, family life, general, Large type books, Roman irlandais de langue anglaise, English literature, Fiction, women, London (england), fiction, Fiction, general, Unmarried mothers--fiction, Mothers and sons--fiction, Women household employees--fiction, Pr5042 .e8 2012, 823/.8, Household employees, MÃƒÂ¨res cÃƒÂ©libataires, Romans, nouvelles, MÃƒÂ¨res et fils, EmployÃƒÂ©s de maison",6.10 x 0.19 x 7.46 inches,http://books.google.com/books/content?id=KalEvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A2-B4-0080,A Modern Cinderella or The Little Old Shoe And Other Stories,Louisa May Alcott,2002,Novels,Children,5,6,14_May_24,4.26 out of 5 stars,4 ratings,$0.99 ,en,118,,"Classic Literature, Fiction, Fiction, family life, general, Sisters, fiction, Fiction, historical, general, Children's fiction",5.49 x 0.50 x 9.31 inches,http://books.google.com/books/content?id=0cy6ywEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A2-B4-0081,Alice or the Mysteries,Edward Bulwer Lytton,1838,Romance,Fiction,5,3,14_Jul_24,3.73 out of 5 stars,2 ratings,$0.99 ,en,406,,"Fiction, romance, historical, general, England, fiction, British and irish fiction (fictional works by one author), Fiction, occult & supernatural, Fiction, romance, general",5.34 x 1.47 x 7.41 inches,
A3-B1-0001,Hard Times,Charles Dickens,1854,Drama,Fiction,8,28,14_Nov_24,4.32 out of 5 stars,19 ratings,$8.37 ,en,449,,"Fiction, Social problems, Utilitarianism, Education, Social life and customs, Social conditions, Married people, Industrial revolution, ProblÃƒÂ¨mes sociaux, Conditions sociales, Romans, nouvelles, MÃ…â€œurs et coutumes, Criticism and interpretation, Hard times (Dickens, Charles), Manners and customs, Aufsatzsammlung, Hard times (Dickens), British and irish fiction (fictional works by one author), Fiction, political, Fiction, family life, England, fiction, Dickens, charles, 1812-1870, Large type books, Fiction, family life, general, Education, fiction, Social problems, fiction, Children's fiction, Fiction, general, Utilitatianism, English literature, Married people, fiction, England -- Fiction, Domestic fiction, Social problems -- Fiction, Utilitarianism -- Fiction, Education -- Fiction, Political fiction, Social sciences, Psychology, RÃƒÂ©volution industrielle, Dickens, charles , 1812-1870, Social problems--fiction, Pr4561.a2 f67 1990, 823/.8, British and irish drama (dramatic works by one author), Adaptations, English language, English language, textbooks for foreign speakers",5 x 0.83 x 7 inches,http://books.google.com/books/content?id=4YwkbShzU10C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A3-B1-0002,Divine songs,Isaac Watts,1716,Poetry,Children,4,5,21_Aug_24,4.22 out of 5 stars,4 ratings,$18.61 ,en,308,978-5-535-6627-6,"Catechisms, Children's poetry, English, Children's songs, Children's songs, English, Church of England, Cree Catechisms, Early works to 1800, English, English Christian poetry, English Didactic poetry, English Hymns, English Religious poetry, Prayers, Presbyterian Church, Songs, Texts, CatÃƒÂ©chismes, Crees, CatÃƒÂ©chismes, Religious poetry, English Catechisms, Juvenile, Hymns, Children's poetry, Conduct of life, Juvenile poetry, Christian education of children, Literacy, Play, Juvenile literature",6 x 0.11 x 9 inches,http://books.google.com/books/content?id=7JJjAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A3-B1-0003,Candide,Voltaire,1746,Satire,Fiction,8,34,12_Jan_25,4.34 out of 5 stars,26 ratings,$6.25 ,en,194,,"Conduct of life, Readers, Literatura francesa, Satire, Fiction, Civilization, Moral conditions, Enlightenment, Politics and government, Life, French language, Philosophy, French fiction, Ethics, Classic Literature, Imaginary letters, Personal conduct, Open Library Staff Picks, Translations into Chinese, open_syllabus_project, Lifestyles, Modern Philosophy, Translations into English, Candide, French literature, Early works to 1800, French Satire, French language materials, Optimism, Histoire, History, Continental european fiction (fictional works by one author), Fiction, general, Large type books, Adventure stories, Dictionaries, English language, Chinese, German, Korean, Inquisition, Romance literature, Fiction, satire, Nonfiction, Spanish, Philosophy, Modern -- 18th century, Critique et interprÃƒÂ©tation, Criticism and interpretation, Candide (Voltaire), Fiction, humorous, Bildungsromans, LittÃƒÂ©rature franÃƒÂ§aise, Romans, nouvelles, Roman franÃƒÂ§ais, Humor, Voltaire, 1694-1778, French language, readers, Fiction, humorous, general, Great britain, fiction, Fiction, historical, general, Wit and humor, Literature, Teachers, Library, Personal copy, Picaresque literature, French literature, history and criticism, Fiction, historical, German Picaresque literature, Civilisation, Roman picaresque allemand, SiÃƒÂ¨cle des LumiÃƒÂ¨res, History and criticism, Histoire et critique, Vida, Novela, Optimismo, Classics, Literary, Humor, topic, politics, Happiness, Illustraties, Frans, Bright's disease, Edema, Study guides, Examinations, Humor, general, Social life and customs, Pen drawing, Facsimiles, Swiss Drawing, Photoengraving, Specimens, MÃ…â€œurs et coutumes, Humour, Dessin ÃƒÂ  la plume, Fac-similÃƒÂ©s, Dessin suisse, Photogravure, SpÃƒÂ©cimens, Manners and customs",5.78 x 0.98 x 8.21 inches,http://books.google.com/books/content?id=FjLWju3FBrAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A3-B1-0004,Lost Horizon,James Hilton,1933,Fantasy,Fiction,5,41,30_Sep_24,4.42 out of 5 stars,31 ratings,$10.49 ,en,244,979-9-675-8337-0,"Fiction, Survival after airplane accidents, shipwrecks, Utopias, Shangri-La (Imaginary place), Folklore, Survival, Fantasy, Adventure, Fiction, visionary & metaphysical, Shangri-la (imaginary place), fiction, Fiction, action & adventure, Adventure stories, Fantasy fiction, Large type books, Roman, Tibet, Fiction, fantasy, general, Airplane crash survival, Travel, English literature, Survie aprÃƒÂ¨s accidents d'avion, Romans, nouvelles, Shangri-La (Lieu imaginaire), English Fantasy fiction",6.33 x 1.07 x 6.87 inches,
A3-B1-0005,Breakfast at Tiffany's,Truman Capote,1956,Romance,Fiction,5,36,10_Jul_24,4.44 out of 5 stars,28 ratings,$12.99 ,en,194,,"American Short stories, Manners and customs, Fiction, Social life and customs, Translations into Russian, American fiction, Gay men, Interpersonal relations, Gay authors, Young women, Relations with women, American fiction (fictional works by one author), Roman amÃƒÂ©ricain, New York Times reviewed, Tiffany and Company, Fiction, general, Conduct of life, Boys, Death, Stepmothers, Mothers, Friendship, Fiction, coming of age, Fiction, biographical, New york (n.y.), fiction, Friendship, fiction, Southern states, fiction, Junge Frau, Nonkonformismus, English language, Romance norte americano",5.09 x 0.49 x 8.01 inches,
A3-B1-0006,Blix,Frank Norris,1899,Romance,Fiction,5,1,1_May_24,No rating available,No reviews,$33.90 ,en,411,,"Classic Literature, Fiction, Fiction, humorous, general, Fiction, romance, historical",4.23 x 0.95 x 6.76 inches,
A3-B1-0007,What Will He Do With It,Edward Bulwer Lytton,1800,History,Fiction,4,1,14_Nov_24,No rating available,No reviews,$37.65 ,en,320,,"Courtesy, Great britain, history",5.93 x 1.09 x 7.33 inches,
A3-B1-0009,Sketches by Boz,Charles Dickens,1800,Novels,Fiction,6,2,1_Apr_24,4.32 out of 5 stars,2 ratings,$17 ,eng,520,,"Social life and customs, Fiction, Classic Literature, British and irish fiction (fictional works by one author), England, fiction, London (england), fiction, Fiction, historical, general, Great britain, social life and customs, fiction, Manners and customs, Fiction, short stories (single author), English literature, English fiction",7.88 x 1.74  x 5.08inches,
A3-B1-0010,The Bobbsey Twins,Laura Lee Hope,1904,Adventure,Children,5,2,11_Feb_25,4.34 out of 5 stars,1 rating,$1.99 ,en,133,,"Laura Lee Hope, Bobbsey Twins, Series, Fiction, Children, Children's, Kid's, Youngsters, Tweens, Young adult, Juvenile, Classic, Literature, Book, Books, Chapters, Family, Siblings, Twins, 2 sets, Brothers, Ssters, Mystery, Adventure, Vintage, Novel, Hardcover, e-book, Brothers and sisters, Country life, Seashore, Twins, fiction, Children's fiction, Bobbsey twins (fictitious characters), fiction, Juvenile fiction, Bobbsey Twins (Fictitious characters), Fiction, general, Brothers and sisters, fiction, Adventure and adventurers, fiction, United states, fiction",5.56 x 0.69 x 7.16 inches,
A3-B1-0011,All's Well That Ends Well,William Shakespeare,1734,Drama,Fiction,5,6,28_Dec_24,4.24 out of 5 stars,6 ratings,$8.69 ,en,160,,"Drama, Married women, Runaway husbands, Problems, exercises, English Young adult drama, English drama, Travel, Plays, Fiction, Classic Literature, Literary Criticism, Nonfiction, History and criticism, English drama (Comedy), Concordances, British and irish drama (dramatic works by one author), Drama (dramatic works by one author), English literature, All's well that ends well (Shakespeare, William), Shakespeare, william, 1564-1616, all's well that ends well, Literary collections",5.5 x 0.7 x 8.38 inches,
A3-B1-0012,Hedda Gabler,Henrik Ibsen,1890,Drama,Fiction,5,2,26_Jan_25,4.44 out of 5 stars,2 ratings,$7.49 ,en,84,,"Continental european drama (dramatic works by one author), Women, Drama, Social conditions, Married people, Norwegian Domestic drama, Hedda Gabler (Ibsen, Henrik)",4.8 x 0.3 x 7.8 inches,
A3-B1-0013,The Silver Chair,C.S. Lewis,1953,Fantasy,Children,5,32,17_Nov_24,4.64 out of 5 stars,21 ratings,$7.92 ,en,147,,"Fiction, Juvenile Fiction, Science Fiction & Fantasy, Children: Grades 2-3, Imaginary Voyages, Magic, Princes, Fantasy fiction, Children's stories, English, Captives, Good and evil, Brujas, Viajes, Voyages and travels, Novela fantÃƒÂ¡stica, Adventure fiction, Witches, Novela juvenil, Bien y mal, Spanish language, PrÃƒÂ­ncipes, Fantasy, Narnia (imaginary place), fiction, Children's fiction, Child and youth fiction, Princesses, fiction, Adventure and adventurers, fiction, Fiction, fantasy, general",5.32 x 0.77 x 6.20 inches,
